orid,title,user,space,space_url,judged,points,claims_judged,claims_verified,claims_falsified,claims_toy,claims_zero,created_at,judged_at
LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,snaykey,snaykey/repro-bregman-meets-levy,https://huggingface.co/spaces/snaykey/repro-bregman-meets-levy,True,11,6,5,0,1,0,,2026-07-28T09:38:09+00:00
jmHpRMmcix,Multimarginal flow matching with optimal transport potentials,aaditya025,aaditya025/repro-multimarginal-flow-matching-with-optimal-transport-potentials,https://huggingface.co/spaces/aaditya025/repro-multimarginal-flow-matching-with-optimal-transport-potentials,True,0,6,0,0,0,6,,2026-07-22T18:24:43+00:00
0Y7itV1kb7,Supervised Graph Contrastive Learning for Gene Regulatory Networks,aaditya025,aaditya025/repro-supervised-graph-contrastive-learning-for-gene-regulatory-networks,https://huggingface.co/spaces/aaditya025/repro-supervised-graph-contrastive-learning-for-gene-regulatory-networks,True,0,6,0,0,0,6,,2026-07-22T18:24:15+00:00
pws8t4kBP4,Tree-Structured Orthonormal Decomposition of the Aitchison Simplex,DineshAI,DineshAI/pws8t4kBP4,https://huggingface.co/spaces/DineshAI/pws8t4kBP4,True,10,6,5,0,0,1,,2026-07-22T19:15:35+00:00
cGOX9bOWnj,Dynamic Regret via Discounted-to-Dynamic Reduction with Applications to Curved Losses and Adam Optimizer,snaykey,snaykey/repro-dynamic-regret-d2d-adam,https://huggingface.co/spaces/snaykey/repro-dynamic-regret-d2d-adam,True,4,5,2,0,0,3,,2026-07-27T14:31:12+00:00
HdhEFfEsoz,Sinkhorn Treatment Effects: A Causal Optimal Transport Measure,rahit,rahit/repro-sinkhorn-treatment-effects-a-causal-optimal-transport-measure,https://huggingface.co/spaces/rahit/repro-sinkhorn-treatment-effects-a-causal-optimal-transport-measure,True,9,6,3,0,3,0,,2026-07-22T16:13:39+00:00
DsV89lJ58l,Linear Regression with Unknown Truncation Beyond Gaussian Features,rahit,rahit/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,https://huggingface.co/spaces/rahit/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,True,12,6,6,0,0,0,,2026-07-22T16:14:25+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,Harshvardhan-Mestha,Harshvardhan-Mestha/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,https://huggingface.co/spaces/Harshvardhan-Mestha/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,True,5,6,0,0,5,1,,2026-07-22T15:09:48+00:00
3tlaoBZrSg,Subgroup Discovery with the Cox Model,jomasego,jomasego/repro-subgroup-discovery-with-the-cox-model,https://huggingface.co/spaces/jomasego/repro-subgroup-discovery-with-the-cox-model,True,6,6,2,1,0,3,,2026-07-22T15:04:03+00:00
TvLOddG9Ay,Online Learning and Inference for Cox Proportional Hazards Model Using Renewable Sieve Estimation,kondratevakate,kondratevakate/repro-online-learning-inference-cox-proportional-hazards-renewable-sieve,https://huggingface.co/spaces/kondratevakate/repro-online-learning-inference-cox-proportional-hazards-renewable-sieve,True,4,2,2,0,0,0,,2026-07-22T17:15:34+00:00
B5DAV1EA8Z,LERD: Latent Event-Relational Dynamics for Neurodegenerative Classification,kondratevakate,kondratevakate/repro-lerd-latent-event-relational-dynamics-for-neurodegenerative-classification,https://huggingface.co/spaces/kondratevakate/repro-lerd-latent-event-relational-dynamics-for-neurodegenerative-classification,True,3,6,1,0,1,4,,2026-07-22T19:03:27+00:00
IXsOS3hF8Y,Plug-and-Play Guidance for Discrete Diffusion Models via Gradient-Informed Logit Correction,jomasego,jomasego/repro-plug-and-play-guidance-for-discrete-diffusion-models-via-gradient-informed-logit-correctio,https://huggingface.co/spaces/jomasego/repro-plug-and-play-guidance-for-discrete-diffusion-models-via-gradient-informed-logit-correctio,True,0,6,0,0,0,6,,2026-07-22T14:54:49+00:00
DfZS0M8leJ,Generalized Linear Bandits with Memory,algorise,algorise/repro-generalized-linear-bandits-with-memory,https://huggingface.co/spaces/algorise/repro-generalized-linear-bandits-with-memory,True,4,2,2,0,0,0,,2026-07-23T23:58:56+00:00
BS8upx3Smw,PACER: Acyclic Causal Discovery from Large-scale Interventional Data,algorise,algorise/repro-pacer-acyclic-causal-discovery-from-large-scale-interventional-data,https://huggingface.co/spaces/algorise/repro-pacer-acyclic-causal-discovery-from-large-scale-interventional-data,True,4,5,1,0,2,2,,2026-07-22T14:45:17+00:00
b1qoHUQVNy,Bayesian model selection and misspecification testing in imaging inverse problems only from noisy and partial measurements,taogenna,taogenna/repro-bayesian-model-selection-misspecification-imaging-inverse-problems,https://huggingface.co/spaces/taogenna/repro-bayesian-model-selection-misspecification-imaging-inverse-problems,True,9,6,4,0,1,1,,2026-07-22T14:38:41+00:00
2azIa9tfl3,Optimizing Rank for High-Fidelity Implicit Neural Representations,VeigaPunk,VeigaPunk/repro-optimizing-rank-for-high-fidelity-implicit-neural-representations,https://huggingface.co/spaces/VeigaPunk/repro-optimizing-rank-for-high-fidelity-implicit-neural-representations,True,0,4,0,0,0,4,,2026-07-22T15:55:09+00:00
dblO6FgIvc,Tokenised Flow Matching for Hierarchical Simulation Based Inference,VeigaPunk,VeigaPunk/dblO6FgIvc,https://huggingface.co/spaces/VeigaPunk/dblO6FgIvc,True,0,5,0,0,0,5,,2026-07-22T16:04:01+00:00
08tW615mgI,Protein Autoregressive Modeling via Multiscale Structure Generation,VeigaPunk,VeigaPunk/repro-protein-autoregressive-modeling-via-multiscale-structure-generation,https://huggingface.co/spaces/VeigaPunk/repro-protein-autoregressive-modeling-via-multiscale-structure-generation,True,0,6,0,0,0,6,,2026-07-22T15:51:59+00:00
Vmt2iPfH5z,BioToken and BioFM – Biologically-Informed Tokenization Enables Accurate and Efficient Genomic Foundation Models,junwatu,junwatu/repro-biotoken-biofm,https://huggingface.co/spaces/junwatu/repro-biotoken-biofm,True,1,2,0,0,1,1,,2026-07-22T10:31:33+00:00
8f5JVzcFvA,WaveSSM: Multiscale State-Space Models for Non-stationary Signal Attention,AceVikings,AceVikings/repro-wavessm-multiscale-state-space-models-for-non-stationary-signal-attention,https://huggingface.co/spaces/AceVikings/repro-wavessm-multiscale-state-space-models-for-non-stationary-signal-attention,True,0,6,0,0,0,6,,2026-07-22T10:22:41+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,sabaridsnfuji,sabaridsnfuji/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,https://huggingface.co/spaces/sabaridsnfuji/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,True,10,6,4,0,2,0,,2026-07-25T05:04:42+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,SabaPivot,SabaPivot/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,https://huggingface.co/spaces/SabaPivot/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,True,12,6,6,0,0,0,,2026-07-22T10:12:05+00:00
LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,ai-sherpa,ai-sherpa/changepoint-detector-eval-repro,https://huggingface.co/spaces/ai-sherpa/changepoint-detector-eval-repro,True,12,6,5,1,0,0,,2026-07-22T14:19:27+00:00
y3qyP3ycQi,Federated Causal Inference on Multi-Site Observational Data via Propensity Score Aggregation,neonforestmist,neonforestmist/federated-causal-propensity-aggregation-repro,https://huggingface.co/spaces/neonforestmist/federated-causal-propensity-aggregation-repro,True,0,6,0,0,0,6,,2026-07-27T20:42:06+00:00
L8a9GRfoly,Dynamic Fractal Mamba: A Neural Renormalization Group Flow for Scale-Invariant Sequence Modeling,artbob,artbob/repro-dynamic-fractal-mamba-a-neural-renormalization-group-flow-for-scale-invariant-sequence-mod,https://huggingface.co/spaces/artbob/repro-dynamic-fractal-mamba-a-neural-renormalization-group-flow-for-scale-invariant-sequence-mod,True,6,3,2,1,0,0,,2026-07-24T00:01:54+00:00
6YVSHa3g4b,Regulating Anatomy-Aware Rewards via Trajectory-Integral Feedback for Volumetric Computed Tomography Analysis,sisaacson,sisaacson/repro-regulating-anatomy-aware-rewards-via-trajectory-integral-feedback-for-volumetric-computed,https://huggingface.co/spaces/sisaacson/repro-regulating-anatomy-aware-rewards-via-trajectory-integral-feedback-for-volumetric-computed,True,3,6,0,0,3,3,,2026-07-22T04:58:35+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,Srishti280992,Srishti280992/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,https://huggingface.co/spaces/Srishti280992/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,True,12,6,6,0,0,0,,2026-07-23T00:57:57+00:00
EH77N5YGwV,Continual Learning of Domain-Invariant Representations,basilwong,basilwong/repro-continual-learning-of-domain-invariant-representations,https://huggingface.co/spaces/basilwong/repro-continual-learning-of-domain-invariant-representations,True,5,5,2,0,1,2,,2026-07-22T02:09:55+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,tpls,tpls/repro-strategic-deviation-detect,https://huggingface.co/spaces/tpls/repro-strategic-deviation-detect,True,10,6,5,0,0,1,,2026-07-22T00:35:09+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,DineshAI,DineshAI/hXO2OP0T4w,https://huggingface.co/spaces/DineshAI/hXO2OP0T4w,True,12,6,6,0,0,0,,2026-07-22T17:06:16+00:00
0QsbcZKCQ0,Can local learning match self-supervised backpropagation?,trackio-tests,trackio-tests/repro-can-local-learning-match-self-supervised-backpropagation,https://huggingface.co/spaces/trackio-tests/repro-can-local-learning-match-self-supervised-backpropagation,True,6,6,2,0,2,2,,2026-07-22T00:31:07+00:00
y5GiPedJPV,Causal Discovery for Irregularly Time Series with Consistency Guarantees,agharsallah,agharsallah/x8evkedmxb-logbook,https://huggingface.co/spaces/agharsallah/x8evkedmxb-logbook,True,8,6,4,0,0,2,,2026-07-21T22:56:48+00:00
QQRCqb2PDj,Spectral Flow Matching: Stabilizing Stochastic GFlowNets via Frequency-Domain Regularization,GwendalTsang,GwendalTsang/repro-spectral-flow-matching-stabilizing-stochastic-gflownets-via-frequency-domain-regularizatio,https://huggingface.co/spaces/GwendalTsang/repro-spectral-flow-matching-stabilizing-stochastic-gflownets-via-frequency-domain-regularizatio,True,2,1,0,1,0,0,,2026-07-21T22:29:44+00:00
aComqAqP6j,Unlocking Cross-Modal Biosignal Synthesis: A Temporally-Aware VAE-Diffusion Model,abhishekkataria16,abhishekkataria16/claim-aComqAqP6j-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-aComqAqP6j-logbook,True,0,3,0,0,0,3,,2026-07-21T22:28:11+00:00
FCVPVqRLDJ,Evidential Reasoning Advances Interpretable Real-World Disease Screening,abhishekkataria16,abhishekkataria16/claim-FCVPVqRLDJ-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-FCVPVqRLDJ-logbook,True,0,6,0,0,0,6,,2026-07-21T20:19:44+00:00
zouCZ6s5Zj,DynaSchedBench: Calibrated Dynamic Scheduling Benchmarks and Observability Paradox in LLM-based Scheduling Agents,kshitijthakkar,kshitijthakkar/repro-dynaschedbench-observability,https://huggingface.co/spaces/kshitijthakkar/repro-dynaschedbench-observability,True,3,4,0,0,3,1,,2026-07-21T20:10:13+00:00
8ewf5I4shW,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,ai-sherpa,ai-sherpa/causal-identifiability-latent-confounders-repro,https://huggingface.co/spaces/ai-sherpa/causal-identifiability-latent-confounders-repro,True,6,3,3,0,0,0,,2026-07-21T19:46:48+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,ai-sherpa,ai-sherpa/anytime-strategic-deviations-repro,https://huggingface.co/spaces/ai-sherpa/anytime-strategic-deviations-repro,True,12,6,6,0,0,0,,2026-07-21T19:41:32+00:00
oaMuJPfDUS,From Holo Pockets to Electron Density: GPT-style Drug Design with Density,jomasego,jomasego/repro-from-holo-pockets-to-electron-density-gpt-style-drug-design-with-density,https://huggingface.co/spaces/jomasego/repro-from-holo-pockets-to-electron-density-gpt-style-drug-design-with-density,True,0,6,0,0,0,6,,2026-07-21T16:03:05+00:00
P0lcBIhzv0,Identifying Common Hubs in Multiple Gaussian Graphical Models,Edd16,Edd16/icml2026-P0lcBIhzv0-repro,https://huggingface.co/spaces/Edd16/icml2026-P0lcBIhzv0-repro,True,1,3,0,0,1,2,,2026-07-28T15:56:27+00:00
GdqrQ75Gg8,Desirable Effort Fairness and Optimality Trade-offs in Strategic Learning,amkkk,amkkk/repro-desirable-effort-fairness-and-optimality-trade-offs-in-strategic-learning,https://huggingface.co/spaces/amkkk/repro-desirable-effort-fairness-and-optimality-trade-offs-in-strategic-learning,True,7,6,0,1,5,0,,2026-07-21T22:14:26+00:00
ziqS4yXFQX,Estimating Continuous Treatment Effects with Two-Stage Kernel Ridge Regression,amkkk,amkkk/repro-estimating-continuous-treatment-effects-with-two-stage-kernel-ridge-regression,https://huggingface.co/spaces/amkkk/repro-estimating-continuous-treatment-effects-with-two-stage-kernel-ridge-regression,True,4,5,0,0,4,1,,2026-07-21T18:59:36+00:00
2azIa9tfl3,Optimizing Rank for High-Fidelity Implicit Neural Representations,MarxistLeninist,MarxistLeninist/repro-optimizing-rank-for-high-fidelity-implicit-neural-representations,https://huggingface.co/spaces/MarxistLeninist/repro-optimizing-rank-for-high-fidelity-implicit-neural-representations,True,5,4,2,0,1,1,,2026-07-21T14:28:23+00:00
DUJL3a5Y57,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,jomasego,jomasego/repro-langforce-bayesian-decomposition-of-vision-language-action-models-via-latent-action-querie,https://huggingface.co/spaces/jomasego/repro-langforce-bayesian-decomposition-of-vision-language-action-models-via-latent-action-querie,True,4,6,2,0,0,4,,2026-07-21T14:16:27+00:00
piWlEHb4Db,Non-Euclidean Gradient Descent Operates at the Edge of Stability,agharsallah,agharsallah/piwlehb4db-logbook,https://huggingface.co/spaces/agharsallah/piwlehb4db-logbook,True,10,6,4,0,2,0,,2026-07-21T15:28:55+00:00
ziqS4yXFQX,Estimating Continuous Treatment Effects with Two-Stage Kernel Ridge Regression,ProCreations,ProCreations/repro-estimating-continuous-treatment-effects-with-two-stage-kernel-ridge-regression,https://huggingface.co/spaces/ProCreations/repro-estimating-continuous-treatment-effects-with-two-stage-kernel-ridge-regression,True,4,5,0,0,4,1,,2026-07-28T03:43:01+00:00
bcN12UkftY,FloorplanQA: A Benchmark for Spatial Reasoning in LLMs using Structured Representations,Yashp2003,Yashp2003/repro-floorplanqa-a-benchmark-for-spatial-reasoning-in-llms-using-structured-representations,https://huggingface.co/spaces/Yashp2003/repro-floorplanqa-a-benchmark-for-spatial-reasoning-in-llms-using-structured-representations,True,5,6,0,0,5,1,,2026-07-23T08:40:50+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,neonforestmist,neonforestmist/repro-anytime-strategic-deviations,https://huggingface.co/spaces/neonforestmist/repro-anytime-strategic-deviations,True,12,6,5,1,0,0,,2026-07-24T12:11:26+00:00
vNfbqRzash,Disentangling Latent Risk Pathways via Bayesian Hypergraph Inference,bertfil,bertfil/vNfbqRzash,https://huggingface.co/spaces/bertfil/vNfbqRzash,True,4,5,0,2,0,3,,2026-07-22T19:26:39+00:00
rlVGCyjqnt,OSF: On Pre-training and Scaling of Sleep Foundation Models,Yashp2003,Yashp2003/repro-osf-on-pre-training-and-scaling-of-sleep-foundation-models,https://huggingface.co/spaces/Yashp2003/repro-osf-on-pre-training-and-scaling-of-sleep-foundation-models,True,1,5,0,0,1,4,,2026-07-22T16:58:28+00:00
0QsbcZKCQ0,Can local learning match self-supervised backpropagation?,abidlabs,abidlabs/repro-can-local-learning-match-self-supervised-backpropagation,https://huggingface.co/spaces/abidlabs/repro-can-local-learning-match-self-supervised-backpropagation,True,6,6,2,0,2,2,,2026-07-22T00:14:08+00:00
ugjBMARbyt,"Linear Bandits beyond Inner Product Spaces, the case of Bandit Optimal Transport",ProCreations,ProCreations/repro-linear-bandits-beyond-inner-product-spaces-the-case-of-bandit-optimal-transport,https://huggingface.co/spaces/ProCreations/repro-linear-bandits-beyond-inner-product-spaces-the-case-of-bandit-optimal-transport,True,12,6,0,6,0,0,,2026-07-26T09:56:47+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,ProCreations,ProCreations/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,https://huggingface.co/spaces/ProCreations/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,True,12,6,6,0,0,0,,2026-07-21T05:30:20+00:00
4dwe2wlxx5,Omni-Perception Policy Optimization for Multimodal Emotion Reasoning,ThreeSixNine,ThreeSixNine/repro-omni-perception-policy-optimization-for-multimodal-emotion-reasoning,https://huggingface.co/spaces/ThreeSixNine/repro-omni-perception-policy-optimization-for-multimodal-emotion-reasoning,True,4,6,0,0,4,2,,2026-07-21T13:28:03+00:00
6YVSHa3g4b,Regulating Anatomy-Aware Rewards via Trajectory-Integral Feedback for Volumetric Computed Tomography Analysis,sisaacson,sisaacson/repro-regulating-anatomy-aware-rewards-via-tif-volumetric-ct,https://huggingface.co/spaces/sisaacson/repro-regulating-anatomy-aware-rewards-via-tif-volumetric-ct,True,2,6,0,0,2,4,,2026-07-20T22:00:37+00:00
9zXUOLxbcL,CHB: A Diagnostic Toolkit for Hardness-Aware Clustering Evaluation,abhishekkataria16,abhishekkataria16/claim-9zXUOLxbcL-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-9zXUOLxbcL-logbook,True,0,3,0,0,0,3,,2026-07-20T19:34:23+00:00
8ewf5I4shW,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,abhishekkataria16,abhishekkataria16/claim-8ewf5I4shW-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-8ewf5I4shW-logbook,True,0,3,0,0,0,3,,2026-07-20T19:11:34+00:00
jEBkuuETjr,Plug-and-Play Diffusion Meets ADMM: Dual-Variable Coupling for Robust Medical Image Reconstruction,kondratevakate,kondratevakate/repro-plug-and-play-diffusion-meets-admm-dual-variable-coupling-for-robust-medical,https://huggingface.co/spaces/kondratevakate/repro-plug-and-play-diffusion-meets-admm-dual-variable-coupling-for-robust-medical,True,2,6,0,0,2,4,,2026-07-20T19:03:09+00:00
AuiUlu3OmT,Identifying Connectivity Distributions from Neural Dynamics Using Flows,GwendalTsang,GwendalTsang/repro-identifying-connectivity-distributions-from-neural-dynamics-using-flows,https://huggingface.co/spaces/GwendalTsang/repro-identifying-connectivity-distributions-from-neural-dynamics-using-flows,True,8,5,4,0,0,1,,2026-07-20T15:39:17+00:00
guBK9kwmEL,No Data? No Problem: Robust Vision-Tabular Learning with Missing Values,Yashp2003,Yashp2003/repro-no-data-no-problem-robust-vision-tabular-learning-with-missing-values,https://huggingface.co/spaces/Yashp2003/repro-no-data-no-problem-robust-vision-tabular-learning-with-missing-values,True,4,5,0,0,4,1,,2026-07-20T13:14:07+00:00
LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,kondratevakate,kondratevakate/repro-accurate-evaluation-of-quickest-changepoint-detectors-via-non-parametric-surviva,https://huggingface.co/spaces/kondratevakate/repro-accurate-evaluation-of-quickest-changepoint-detectors-via-non-parametric-surviva,True,10,6,5,0,0,1,,2026-07-28T19:31:23+00:00
nggzekChuU,Rethinking Genomic Modeling Through Optical Character Recognition,Yashp2003,Yashp2003/repro-rethinking-genomic-modeling-through-optical-character-recognition,https://huggingface.co/spaces/Yashp2003/repro-rethinking-genomic-modeling-through-optical-character-recognition,True,1,6,0,0,1,5,,2026-07-21T12:25:53+00:00
4fX2DEypNL,A$^2$SG: Adaptive and Asymmetric Surrogate Gradients for Training Deep Spiking Neural Networks,Edd16,Edd16/icml2026-4fX2DEypNL-repro,https://huggingface.co/spaces/Edd16/icml2026-4fX2DEypNL-repro,True,2,6,0,0,2,4,,2026-07-28T12:09:11+00:00
kvilWCkBqW,When Softmax Fails at the Top: Extreme‑Value Corrections for InfoNCE,Edd16,Edd16/icml2026-kvilWCkBqW-repro,https://huggingface.co/spaces/Edd16/icml2026-kvilWCkBqW-repro,False,0,0,0,0,0,0,,
bSUMVAYoMq,Regime-Adaptive Bayesian Optimization via Dirichlet Process Mixtures of Gaussian Processes,AceVikings,AceVikings/repro-regime-adaptive-bayesian-optimization-via-dirichlet-process-mixtures-of-gaussian-proce,https://huggingface.co/spaces/AceVikings/repro-regime-adaptive-bayesian-optimization-via-dirichlet-process-mixtures-of-gaussian-proce,True,5,6,2,0,1,3,,2026-07-20T23:36:21+00:00
Pj1Z7dWm4v,Benchmarking the Scientific Mind: A Pathology-Derived Biomedical VQA Benchmark for Complex Scientific Reasoning,junwatu,junwatu/repro-benchmarking-the-scientific-mind-a-pathology-derived-biomedical-vqa-benchmark-for-complex,https://huggingface.co/spaces/junwatu/repro-benchmarking-the-scientific-mind-a-pathology-derived-biomedical-vqa-benchmark-for-complex,True,0,2,0,0,0,2,,2026-07-20T09:11:58+00:00
y5GiPedJPV,Causal Discovery for Irregularly Time Series with Consistency Guarantees,Edd16,Edd16/icml2026-y5GiPedJPV-repro,https://huggingface.co/spaces/Edd16/icml2026-y5GiPedJPV-repro,False,0,0,0,0,0,0,,
p1GwEz0pix,Frequentist Consistency of Prior-Data Fitted Networks for Causal Inference,Edd16,Edd16/icml2026-p1GwEz0pix-repro,https://huggingface.co/spaces/Edd16/icml2026-p1GwEz0pix-repro,True,3,6,0,0,3,3,,2026-07-28T09:44:33+00:00
wjsUR2vppX,Discrete Survival Knowledge Distillation for Competing Risks Analysis,junwatu,junwatu/repro-discrete-survival-knowledge-distillation-for-competing-risks-analysis,https://huggingface.co/spaces/junwatu/repro-discrete-survival-knowledge-distillation-for-competing-risks-analysis,True,2,2,1,0,0,1,,2026-07-20T04:07:53+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",ai-sherpa,ai-sherpa/catastrophic-kmeans-high-dim-repro,https://huggingface.co/spaces/ai-sherpa/catastrophic-kmeans-high-dim-repro,True,12,6,6,0,0,0,,2026-07-20T03:57:23+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",SabaPivot,SabaPivot/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,https://huggingface.co/spaces/SabaPivot/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,True,12,6,6,0,0,0,,2026-07-21T12:38:35+00:00
I6xz92EJ4T,Domain Transfer Becomes Identifiable via a Single Alignment,rdubwiley,rdubwiley/repro-domain-transfer-becomes-identifiable-via-a-single-alignment,https://huggingface.co/spaces/rdubwiley/repro-domain-transfer-becomes-identifiable-via-a-single-alignment,True,7,6,3,0,1,2,,2026-07-20T02:55:55+00:00
Ipgssz2WL1,Beyond Model Ranking: Predictability-Aligned Evaluation for Time Series Forecasting,rdubwiley,rdubwiley/repro-beyond-model-ranking-predictability-aligned-evaluation-for-time-series-forecasting,https://huggingface.co/spaces/rdubwiley/repro-beyond-model-ranking-predictability-aligned-evaluation-for-time-series-forecasting,True,7,5,3,0,1,1,,2026-07-20T02:08:26+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",ProCreations,ProCreations/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,https://huggingface.co/spaces/ProCreations/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,True,12,6,6,0,0,0,,2026-07-19T23:55:15+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",Srishti280992,Srishti280992/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,https://huggingface.co/spaces/Srishti280992/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,True,12,6,6,0,0,0,,2026-07-20T01:51:46+00:00
Ipgssz2WL1,Beyond Model Ranking: Predictability-Aligned Evaluation for Time Series Forecasting,apararti,apararti/repro-beyond-model-ranking-predictability-aligned-evaluation-for-time-series-forecasting,https://huggingface.co/spaces/apararti/repro-beyond-model-ranking-predictability-aligned-evaluation-for-time-series-forecasting,True,4,5,1,0,2,2,,2026-07-19T22:47:56+00:00
LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,arvkevi,arvkevi/km-changepoint-eval-repro,https://huggingface.co/spaces/arvkevi/km-changepoint-eval-repro,True,12,6,5,1,0,0,,2026-07-21T04:01:10+00:00
8ewf5I4shW,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,Srishti280992,Srishti280992/repro-causal-effect-identifiability-in-the-presence-of-latent-confounders-without-auxiliary-vari,https://huggingface.co/spaces/Srishti280992/repro-causal-effect-identifiability-in-the-presence-of-latent-confounders-without-auxiliary-vari,True,6,3,3,0,0,0,,2026-07-19T21:28:02+00:00
9zXUOLxbcL,CHB: A Diagnostic Toolkit for Hardness-Aware Clustering Evaluation,imadreamerboy,imadreamerboy/repro-chb-hardness-aware-clustering,https://huggingface.co/spaces/imadreamerboy/repro-chb-hardness-aware-clustering,True,1,3,0,0,1,2,,2026-07-20T00:27:52+00:00
Ir6N7U5Kea,Causal Matrix Completion under Multiple Treatments via Mixed Synthetic Nearest Neighbors,ParetoOptimal,ParetoOptimal/repro-ir6n7u5kea,https://huggingface.co/spaces/ParetoOptimal/repro-ir6n7u5kea,True,8,6,4,0,0,2,,2026-07-19T18:53:16+00:00
kvilWCkBqW,When Softmax Fails at the Top: Extreme‑Value Corrections for InfoNCE,imadreamerboy,imadreamerboy/repro-when-softmax-fails-at-the-top,https://huggingface.co/spaces/imadreamerboy/repro-when-softmax-fails-at-the-top,True,1,3,0,0,1,2,,2026-07-19T17:26:47+00:00
5lIJrDCQll,APEX: Approximate-but-exhaustive search for ultra-large combinatorial synthesis libraries,abhishekkataria16,abhishekkataria16/claim-5lIJrDCQll-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-5lIJrDCQll-logbook,True,0,6,0,0,0,6,,2026-07-20T16:25:07+00:00
LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,Artgor,Artgor/repro-accurate-evaluation-of-quickest-changepoint-detectors-via-non-parametric-survival-analysis,https://huggingface.co/spaces/Artgor/repro-accurate-evaluation-of-quickest-changepoint-detectors-via-non-parametric-survival-analysis,True,4,2,2,0,0,0,,2026-07-19T16:34:35+00:00
OAM1jJsMGp,Logical Guidance for the Exact Composition of Diffusion Models,DineshAI,DineshAI/OAM1jJsMGp,https://huggingface.co/spaces/DineshAI/OAM1jJsMGp,True,6,5,2,1,0,2,,2026-07-27T13:40:18+00:00
3EcT46wsdc,Efficiently Training Time-to-First-Spike Spiking Neural Networks from Scratch,snaykey,snaykey/repro-snn-ettfs,https://huggingface.co/spaces/snaykey/repro-snn-ettfs,True,3,5,1,0,1,3,,2026-07-25T09:44:47+00:00
